
0 ,   0228

1 , 000228

2 , 000228

3 , 000228

4 , 000228

5 , 000228

6 , 000228

7 , 000228

8 ,  000228

9 , 000228

10 , 000228

11 , 000228

12 , 000228

13 , 000228

14 , 000228

15 , 000228 

16 , 000228

17 , 000228

18 , 000228

19 , 000228

20 , 000228

21 , 000228

22 , 000228

23 , 000228

24 , 000228

25 , 000227

26 , 000227

27 , 000227

28 , 000227

29 , 000227

30 , 000227

31 , 000227

32 , 000228

33 , 000228

34 , 000228

35 , 000228

36 , 000228

37 , 000228

38 , 000228

39 , 000228

40 , 000228

41 , 000228

42 , 000228

43 , 000228

44 , 000228

45 , 000228

46 , 000228

47 , 000228

48 , 000228

49 , 000228

50 , 000228

51 , 000228

52 , 000228

53 , 000228

54 , 000228

55 , 000228

56 , 000228

57 , 000228

58 , 000228

59 , 000228

60 , 000228

61 , 000228

62 , 000228

63 , 000228

64 , 000228

65 , 000228

66 , 000228

67 , 000228

68 , 000228

69 , 000228

70 , 000228

71 , 000228

72 , 000228

73 , 000228

74 , 000228

75 , 000227

76 , 000227

77 , 000227

78 , 000227

79 , 000227

80 , 000227

81 , 000227

82 , 000227

83 , 000227

84 , 000227

85 , 000228

86 , 000228

87 , 000228

88 , 000228

89 , 000228

90 , 000228

91 , 000228

92 , 000228

93 , 000228

94 , 000228

95 , 000228

96 , 000228

97 , 000228

98 , 000228

99 , 000228

100 , 000228

101 , 000228

102 , 000228

103 , 000228

104 , 000228

105 , 000228

106 , 000228

107 , 000228

108 , 000228

109 , 000228

110 , 000228

111 , 000228

112 , 000228

113 , 000228

114 , 000228

115 , 000228

116 , 000228

117 , 000228

118 , 000228

119 , 000228

120 , 000228

121 , 000228

122 , 000228

123 , 000228

124 , 000228

125 , 000228

126 , 000228

127 , 000228

128 , 000228

129 , 000228

130 , 000228

131 , 000228

132 , 000228

133 , 000228

134 , 000228

135 , 000228

136 , 000228

137 , 000228

138 , 000228

139 , 000228

140 , 000228

141 , 000228

142 , 000228

143 , 000228

144 , 000228

145 , 000228

146 , 000228

147 , 000228

148 , 000228

149 , 000228

150 , 000228

151 , 000228

152 , 000228

153 , 000228

154 , 000228

155 , 000228

156 , 000228

157 , 000228

158 , 000228

159 , 000228

160 , 000228

161 , 000228

162 , 000228

163 , 000228

164 , 000228

165 , 000228

166 , 000228

167 , 000228

168 , 000227

169 , 000227

170 , 000227

171 , 000227

172 , 000227

173 , 000227

174 , 000227

175 , 000227

176 , 000227

177 , 000227

178 , 000227

179 , 000227

180 , 000227

181 , 000227

182 , 000227

183 , 000227

184 , 000227

185 , 000227

186 , 000227

187 , 000227

188 , 000227

189 , 000227

190 , 000227

191 , 000227

192 , 000227

193 , 000227

194 , 000227

195 , 000227

196 , 000223

197 , 000213

198 , 000213

199 , 000213

200 , 000201

201 , 000191

202 , 000191

203 , 000180

204 , 000180

205 , 000167

206 , 000167

207 , 000153

208 , 000153

209 , 000139

210 , 000139

211 , 000124

212 , 000124

213 , 000107

214 , 000107

215 , 000093

216 , 000093

217 , 000081

218 , 000081

219 , 000071

220 , 000071

221 , 000060

222 , 000060

223 , 000047

224 , 000047

225 , 000033

226 , 000033

227 , 000019

228 , 000019

229 , 000007

230 , 000007

231 , -00003

232 , -00003

233 , -00007

234 , -00007

235 , -00007

236 , -00007

237 , -00007

238 , -00007

239 , -00007

240 , -00007

241 , -00007

242 , -00007

243 , -00007

244 , -00007

245 , -00007

246 , -00007

247 , -00007

248 , -00007

249 , -00007

250 , -00007

251 , -00007

252 , -00007

253 , -00007

254 , -00007

255 , -00007

256 , -00007

257 , -00007

258 , -00007

259 , -00007

260 , -00007

261 , -00007

262 , -00008

